brand_code,carb_volume,fill_ounces,pc_volume,carb_pressure,carb_temp,psc_fill,psc_co2,mnf_flow_bin,carb_pressure1,fill_pressure,hyd_pressure1_bin,hyd_pressure2_bin,hyd_pressure3_bin,hyd_pressure4,filler_level,temperature,usage_cont,carb_flow_bin,density_bin,balling_bin,pressure_vacuum,ph,bowl_setpoint_bin,pressure_setpoint_bin,air_pressurer_bin,alch_rel_bin,carb_rel,balling_lvl_bin,psc_trans,filler_speed_trans,mfr_trans,oxygen_filler_trans
D,5.48,23.8333333333333,0.399333333333333,72.4,145,0.0199999999999996,0.0599999999999996,negative,120.8,45.8,above_zero,above_zero,above_zero,80,120.4,66,19.14,high,high,high,-5.4,8.7,120,46,low,high,5.62,high,-1.6422291236000337,7219999.5,239569.92000000004,-2.0458230609372223
B,5.30666666666667,23.78,0.326666666666667,64,138.4,0.0399999999999991,0.08,negative,132.8,46,above_zero,above_zero,above_zero,96,120,66.4,20.38,high,low,low,-5.6,8.62,120,46,low,low,5.4,low,-1.470849737787082,7976017.5,264991.5,-1.9248483425651775
B,5.3,23.8933333333333,0.37,63.6,137,0.0999999999999979,0,negative,126.2,45,zero,above_zero,zero,128,119.6,70.8,21.8,low,low,low,-5.4,8.68,120,46,low,low,5.38,low,-1.6653359893863697,506017.5,6338.879999999999,-1.6451138554910978
B,5.32666666666667,23.9466666666667,0.382666666666667,62.2,135.4,0.219999999999999,0.08,negative,122.4,45.8,above_zero,above_zero,above_zero,92,119.2,66.4,18.9,high,low,low,-5.4,8.7,120,46,low,low,5.4,low,-1.6205266807797944,7984007.5,265428.48000000004,-1.9248483425651775
B,5.31333333333333,23.8,0.339333333333333,64,137,0.220000000000002,0.0599999999999996,negative,120,46,above_zero,above_zero,above_zero,96,120.2,65.2,16.94,high,low,low,-5.6,8.74,120,46,low,low,5.4,low,-1.5804764607319393,7166897.5,239154.78000000003,-2.0458230609372223
B,5.30666666666667,23.8866666666667,0.352666666666667,64,136.4,0.0800000000000018,0.08,negative,121.2,46,above_zero,above_zero,above_zero,88,120.8,65.2,20.28,high,low,low,-5.6,8.72,120,46,low,low,5.4,low,-1.4,8008001.5,266157.58,-1.982911831727418
B,5.28666666666667,23.88,0.298666666666667,63.6,136.6,0.120000000000001,0.04,negative,120.8,45.8,above_zero,above_zero,above_zero,94,119.4,65.6,16.1,high,low,low,-5.6,8.72,120,46,low,low,5.4,low,-1.7316718427000253,7976017.5,265137.12000000005,-2.0458230609372223
B,5.29333333333333,23.8666666666667,0.314666666666667,64,137.2,0.16,0.0199999999999996,negative,127.4,39.8,zero,above_zero,zero,124,152.4,72.6,16.5,low,low,low,-5.6,8.66,120,46,low,low,5.4,low,-1.5267136173520304,510049.5,17935.68,-1.6256073885202433
B,5.23333333333333,23.8466666666667,0.377333333333333,73.4,150.4,0.0999999999999979,0.0599999999999996,negative,120.6,46,above_zero,above_zero,above_zero,88,120.6,65.4,19.88,high,low,low,-5.6,8.72,120,46,low,low,5.4,low,-1.3306719787727395,7999999.5,264991.5,-2.0458230609372223
B,5.28666666666667,23.8733333333333,0.332,65.6,140,0.120000000000001,0.0199999999999996,negative,117.6,46,above_zero,above_zero,above_zero,98,119.6,66.4,23.96,high,low,low,-5.8,8.72,120,46,low,low,5.38,low,-1.5804764607319393,7612801.5,254326.62000000002,-1.9248483425651775
B,5.31333333333333,23.9333333333333,0.332666666666667,62.8,135.6,0.0800000000000018,0.0200000000000005,negative,119,45.8,above_zero,above_zero,above_zero,98,120.6,66.6,22.04,high,low,low,-5.6,8.72,120,46,low,low,5.38,low,-1.478463807583788,7620607.5,247948.32000000004,-1.8579346063239772
B,5.25333333333333,23.8466666666667,0.347333333333333,69.8,145.2,0.140000000000001,0.04,negative,122.2,45.8,above_zero,above_zero,above_zero,94,119.2,66.6,20.12,high,low,low,-5.4,8.76,120,46,low,low,5.4,low,-1.5267136173520308,7612801.5,263392.31999999995,-1.808233020669064
B,5.29333333333333,23.9666666666667,0.330666666666667,65.8,140.2,0.0799999999999983,0.0199999999999996,negative,119.6,45.8,above_zero,above_zero,above_zero,98,120,66.2,23.08,high,low,low,-5.4,8.76,120,46,low,low,5.38,low,-1.6901613323034066,7612801.5,251056.48,-1.808233020669064
B,5.27333333333333,23.9933333333333,0.298,72.2,148.2,0.0999999999999979,0.0200000000000005,negative,119.4,46,above_zero,above_zero,above_zero,96,120.4,66.4,17.76,high,low,low,-5.2,8.78,120,46,low,low,5.4,low,-1.6653359893863697,7628417.5,254754.71999999997,-1.796278502463194
B,5.31333333333333,24.1133333333333,0.273333333333333,67,140.8,0.140000000000001,0.0200000000000005,negative,123.2,45.8,above_zero,above_zero,above_zero,100,119.2,66,16.84,high,low,low,-5,8.76,120,46,low,low,5.4,low,-1.561821953995867,7612801.5,243461.91999999995,-3.059710476351058
B,5.30666666666667,23.9266666666667,0.343333333333333,64,137,0.0800000000000018,0.0200000000000005,negative,119.6,46,above_zero,above_zero,above_zero,98,120.2,65.8,19.36,high,low,low,-5,8.76,120,46,low,low,5.46,low,-1.677509690068058,7612801.5,251056.48,-3.059710476351058
B,5.30666666666667,23.9866666666667,0.354,69.8,144.6,0.159999999999997,0.0200000000000005,negative,119.8,46,above_zero,above_zero,above_zero,94,120.4,66,16.54,high,low,low,-5,8.74,120,46,low,low,5.4,low,-1.3612512230931475,7628417.5,252760,-3.025649514165179
B,5.33333333333333,23.9866666666667,0.216666666666667,68.6,143,0.280000000000001,0.04,negative,117,46,above_zero,above_zero,above_zero,92,120,66,19.34,high,low,low,-5,8.78,120,46,low,low,5.4,low,-1.355019380136116,7628417.5,250631.5,-3.0174907630230625
B,5.3,23.9466666666667,0.402666666666667,70,145.4,0.199999999999999,0.04,negative,117,46,above_zero,above_zero,above_zero,100,120.6,67,18.2,high,low,low,-5,8.74,120,46,low,low,5.42,low,-1.5804764607319393,7620607.5,252191.52000000002,-3.025649514165179
B,5.28666666666667,23.8733333333333,0.367333333333333,64.8,137.8,0.38,0.0600000000000005,negative,121,46,above_zero,above_zero,above_zero,96,120.2,66.4,22.2,high,low,low,-5.2,8.78,120,46,low,low,5.42,low,-1.5439298299603448,7620607.5,253756.37999999998,-3.0963460612841205
B,5.31333333333333,23.9733333333333,0.378666666666667,65.8,139.4,0.260000000000002,0.0200000000000005,negative,118.8,50,above_zero,above_zero,above_zero,94,120.6,66.4,16.16,high,low,low,-5.2,8.74,120,50,low,low,5.44,low,-1.518336216848308,7667527.5,247385.27999999997,-3.042383712108365
B,5.27333333333333,23.88,0.374,67.6,142.2,0.140000000000001,0.08,negative,122.6,46.2,above_zero,above_zero,above_zero,100,120.2,66,21.38,high,low,low,-5.4,8.72,120,46,low,low,5.4,low,-1.4134848680553929,7636231.5,255040.32000000004,-3.059710476351058
A,5.32666666666667,23.8733333333333,0.352,73.8,148.8,0.240000000000002,0.04,negative,125,47.2,zero,above_zero,zero,132,121.2,67,13.88,low,high,high,-5.4,8.58,120,46,low,mid,5.52,high,-1.3014300321370809,512071.5,27612,-0.8372339629906342
A,5.38666666666667,23.96,0.317333333333333,71.6,145.4,0.48,0.0599999999999996,negative,117.2,46,above_zero,above_zero,above_zero,94,120,65.8,16.2,high,high,high,-5.4,8.66,120,46,low,mid,5.56,high,-1.518336216848308,7992001.5,270553.18,-2.8471074871132287
A,5.31333333333333,23.9866666666667,0.345333333333333,66,138.8,0.38,0.04,negative,119.8,46,above_zero,above_zero,above_zero,104,119.6,65.8,17.38,high,high,high,-5.4,8.62,120,46,low,mid,5.46,high,-1.4203449301524225,7976017.5,263682.72000000003,-2.8894727494941703
D,5.46666666666667,23.9133333333333,0.278666666666667,69.8,140.8,0.239999999999998,0.04,negative,125.2,58,zero,above_zero,zero,114,119.2,67.2,20.86,low,high,high,-5.4,8.7,120,46,low,high,5.52,high,-1.1900617307473365,7326791.5,245700,-2.818770203351407
D,5.44666666666667,23.8133333333333,0.335333333333333,68.6,139.6,0.0199999999999996,0.0199999999999996,negative,118,46,above_zero,above_zero,above_zero,80,121,64.6,18.04,high,high,high,-5.4,8.7,120,46,low,high,5.58,high,-1.1467708396919383,7999999.5,266011.68,-3.1909592814215246
D,5.45333333333333,23.8533333333333,0.265333333333333,72.4,144.6,0.219999999999999,0.0199999999999996,negative,119,46,above_zero,above_zero,above_zero,76,119.4,64.6,19.28,high,high,high,-5.4,8.7,120,46,low,high,5.58,high,-1.7470177871865298,7999999.5,266887.68,-3.1909592814215246
D,5.45333333333333,23.9666666666667,0.239333333333333,70.2,142.2,0.3,0.0199999999999996,negative,115.6,46,above_zero,above_zero,above_zero,82,120.2,64.6,18.98,high,high,high,-5.6,8.74,120,46,low,high,5.6,high,-1.5101020514433645,7573831.5,246120.78000000003,-3.0174907630230625
D,5.47333333333333,23.9333333333333,0.228,73,145,0.16,0.0200000000000005,negative,116.8,46,above_zero,above_zero,above_zero,76,120.8,64.6,16.18,high,high,high,-5.6,8.7,120,46,low,high,5.6,high,-1.6205266807797944,7597201.5,249782.61999999997,-3.042383712108365
D,5.46666666666667,23.8533333333333,0.275333333333333,71.8,143.2,0.18,0.04,negative,116.6,45.8,above_zero,above_zero,above_zero,74,119.2,64.8,20.5,high,high,high,-5.6,8.72,120,46,low,high,5.62,high,-1.717157287525381,7597201.5,237635.68,-3.0339453979801063
D,5.48,23.92,0.243333333333333,71.6,143,0.219999999999999,0.04,negative,117.2,46,above_zero,above_zero,above_zero,78,119.6,64.4,21.6,high,high,high,-5.6,8.66,120,46,low,high,5.6,high,-1.5439298299603448,7581617.5,252333.58,-3.4795761485224
D,5.5,23.9533333333333,0.251333333333333,67.6,137.8,0.16,0.0399999999999991,negative,114.8,46,above_zero,above_zero,above_zero,84,120,65.2,19.4,high,high,high,-5.4,8.68,120,46,low,high,5.58,high,-1.3427329309938005,7589407.5,253756.37999999998,-3.1909592814215246
D,5.46,23.9266666666667,0.28,70.2,141.6,0.140000000000001,0.04,negative,115.8,46,above_zero,above_zero,above_zero,80,121.2,65,19.22,high,high,high,-5.2,8.66,120,46,low,high,5.58,high,-1.3247222793546347,7581617.5,251481.82000000004,-3.1909592814215246
B,5.28,23.88,0.298,75.4,151.4,0.120000000000001,0.08,negative,117,46,above_zero,above_zero,above_zero,94,120,65.6,22.96,high,low,low,-5,8.7,120,46,low,low,5.42,low,-1.590121969361616,7581617.5,255326.08000000002,-3.0963460612841205
B,5.30666666666667,24.0066666666667,0.278666666666667,67,141.2,0.219999999999999,0.0200000000000005,negative,116.8,46,above_zero,above_zero,above_zero,98,121,66,16.74,high,low,low,-5,8.64,120,46,low,low,5.38,low,-1.5439298299603448,7581617.5,253471.5,-2.921957902446252
B,5.25333333333333,23.8866666666667,0.312,68.4,143.4,0.120000000000001,0.04,negative,118.4,46.2,above_zero,above_zero,above_zero,96,120.2,66,17.3,high,low,low,-5,8.7,120,46,low,low,5.36,low,-1.5020040160804506,7597201.5,250489.91999999995,-2.9424689122509564
B,5.33333333333333,23.96,0.325333333333333,68.2,142.4,0.16,0.04,negative,117.6,46,above_zero,above_zero,above_zero,96,120,65.6,17.56,high,low,low,-5.2,8.74,120,46,low,low,5.38,low,-1.132820664452848,7992001.5,259631.68000000002,-3.025649514165179
B,5.28,23.9466666666667,0.426,71.6,147.2,0.219999999999999,0.0599999999999996,negative,117.4,45.8,above_zero,above_zero,above_zero,90,119.6,65.6,18.98,high,low,low,-5.2,8.72,120,46,low,low,5.34,low,-1.5710477882094556,7628417.5,239708.37999999998,-2.949491366535791
B,5.26,23.8666666666667,0.418,62.8,136.8,0.200000000000003,0.16,negative,117.6,47.2,above_zero,above_zero,above_zero,138,126,66.2,16.14,high,low,low,-5.4,8.7,120,46,low,low,5.36,low,-1.4272871574689459,512071.5,17935.68,-3.0339453979801063
B,5.27333333333333,23.8666666666667,0.45,63.6,136.4,0.200000000000003,0.100000000000001,negative,119.4,46.2,above_zero,above_zero,above_zero,98,120.4,65.8,19.82,high,low,low,-5.4,8.72,120,46,low,low,5.34,low,-1.3427329309938005,7984007.5,267180,-3.0174907630230625
B,5.28666666666667,23.88,0.384,65.4,139.2,0.140000000000001,0.04,negative,121.6,46,above_zero,above_zero,above_zero,92,119.6,65.8,20.28,high,low,low,-5.4,8.74,120,46,low,low,5.32,low,-1.717157287525381,7992001.5,254469.27999999997,-3.059710476351058
B,5.3,23.98,0.380666666666667,64.8,138.4,0.52,0,negative,115.4,46,above_zero,above_zero,above_zero,88,119.6,64.8,16.9,high,low,low,-5.4,8.74,120,46,low,low,5.34,low,-1.1705423458668913,7984007.5,266741.57999999996,-3.0869215710670588
B,5.24666666666667,23.8866666666667,0.241333333333333,67.4,144,0.34,0.08,negative,112.4,46.2,above_zero,above_zero,above_zero,102,119.2,65.6,16.64,high,low,low,-5.4,8.72,120,46,low,low,5.36,low,-1.5804764607319393,7992001.5,265137.12000000005,-3.1909592814215246
B,5.28,24.0133333333333,0.230666666666667,66.6,140.4,0.420000000000002,0.0600000000000005,negative,116.6,45.8,above_zero,above_zero,above_zero,98,120,65.8,16.5,high,low,low,-5.4,8.74,120,46,low,low,5.36,low,-1.3427329309938005,7992001.5,254754.71999999997,-3.1465127097023236
B,5.27333333333333,23.88,0.242,66.8,142,0.0600000000000023,0.0200000000000005,negative,118.2,46,above_zero,above_zero,above_zero,98,119.6,65.6,23.78,high,low,low,-5.4,8.76,120,46,low,low,5.34,low,-1.4272871574689459,7999999.5,254041.41999999995,-3.1909592814215246
B,5.28,23.8466666666667,0.258,63.8,137.8,0.240000000000002,0.04,negative,120.2,46,above_zero,above_zero,above_zero,92,121,65.4,17.42,high,low,low,-5.4,8.82,120,46,low,low,5.34,low,-1.6,7999999.5,262812,-3.1572272271790665
B,5.26,23.86,0.263333333333333,69,145,0.100000000000001,0,negative,116.4,46,above_zero,above_zero,above_zero,98,120,65.8,23.52,high,low,low,-5.6,8.76,120,46,low,low,5.34,low,-1.7809109769979337,7644049.5,252475.68000000002,-3.0776792159207393
B,5.15333333333333,23.8333333333333,0.252,75.8,154,0.0399999999999991,0.12,negative,113.8,46,above_zero,above_zero,above_zero,94,119.8,65.8,18.24,high,low,low,-5.6,8.8,120,46,low,low,5.34,low,-1.4486380499163911,7644049.5,254041.41999999995,-3.125798210190413
B,5.24666666666667,23.9,0.309333333333333,68,144.6,0.3,0.04,negative,121.4,46,above_zero,above_zero,above_zero,94,120.8,66.2,21.92,high,low,low,-5.4,8.74,120,46,low,low,5.3,low,-1.393369964475876,7636231.5,251056.48,-2.9861311825217842
B,5.32,23.8866666666667,0.291333333333333,59.6,131.4,0.140000000000001,0.0600000000000005,positive,119,46,above_zero,above_zero,above_zero,94,120,65.4,18.72,high,low,low,-5.4,8.82,120,46,low,low,5.36,low,-1.6422291236000337,7644049.5,255040.32000000004,-3.059710476351058
B,5.28666666666667,23.8933333333333,0.277333333333333,68.6,143.8,0.140000000000001,0.0199999999999996,positive,119.4,46,above_zero,above_zero,above_zero,92,119.8,65.6,23.16,high,low,low,-5.2,8.86,120,46,low,low,5.34,low,-1.4559411796505821,7636231.5,253186.78000000003,-3.105960966884967
B,5.27333333333333,23.9266666666667,0.276666666666667,64,139.4,0.280000000000001,0.140000000000001,positive,116,45.8,above_zero,above_zero,above_zero,96,120.2,66.6,19.98,high,low,low,-5,8.78,120,46,low,low,5.36,low,-1.6312182217082845,7644049.5,245559.81999999998,-3.0686112624648794
B,5.28666666666667,23.98,0.287333333333333,68.8,144,0.139999999999997,0.18,positive,113.8,45.8,above_zero,above_zero,above_zero,90,119.4,65.6,16.54,high,low,low,-5,8.8,120,46,low,low,5.38,low,-1.3868116113297644,7644049.5,255469.01999999996,-3.2027840906309875
D,5.52666666666667,24.1333333333333,0.199333333333333,71,140.8,0.34,0.0799999999999992,positive,118.8,46.2,above_zero,above_zero,above_zero,80,119.8,65.6,20.4,high,high,high,-5.2,8.76,120,46,low,high,5.6,high,-1.3306719787727395,7651871.5,254041.41999999995,-3.059710476351058
A,5.4133333333333304,24.1733333333333,0.146666666666667,68,139.6,0.0799999999999983,0.0600000000000005,positive,112.4,45.8,above_zero,above_zero,above_zero,88,117.2,65.8,17.34,high,high,high,-5.4,8.64,120,46,low,high,5.62,high,-1.4633436854000506,1164337.5,22897.5,-3.1681968924266997
A,5.37333333333333,23.96,0.234666666666667,72.4,146.4,0.0599999999999987,0.0199999999999996,positive,121,46,above_zero,above_zero,above_zero,104,120.8,66,21.24,high,high,high,-5.6,8.58,120,46,low,mid,5.52,high,-1.590121969361616,7659697.5,252475.68000000002,-3.267137892112132
A,5.4,23.96,0.222,72,144.6,0.260000000000002,0.04,positive,120.2,45.8,above_zero,above_zero,above_zero,100,120.6,66,21.18,high,high,high,-5.6,8.56,120,46,low,mid,5.56,high,-1.5101020514433645,7698887.5,264700.38,-3.326522558583952
A,5.42666666666667,23.9533333333333,0.253333333333333,67.8,139.2,0.259999999999998,0.0200000000000005,positive,120.4,45.8,above_zero,above_zero,above_zero,92,120,66.2,18.92,high,high,high,-5.6,8.56,120,46,low,mid,5.52,high,-1.7633568086760154,7636231.5,255755.02000000002,-3.267137892112132
A,5.28,23.8666666666667,0.313333333333333,62.4,135.8,0.279999999999998,0.04,zero,124.2,56.2,zero,above_zero,zero,132,122.6,72,13.34,low,low,low,-5.6,8.6,120,46,low,low,5.34,low,-1.5020040160804506,508031.5,6520.320000000001,-2.9937887002475163
B,5.22,23.9266666666667,0.305333333333333,67.4,143.8,0.280000000000001,0.04,positive,125,46.2,above_zero,above_zero,above_zero,100,120.4,65.2,20.94,high,low,low,-5.6,8.64,120,46,low,low,5.34,low,-1.220256452415283,7620607.5,249358.72000000003,-3.310879862229845
B,5.26,23.88,0.306666666666667,68.2,144.2,0.120000000000001,0.04,positive,119.6,46,above_zero,above_zero,above_zero,96,119.2,65.4,20.58,high,low,low,-5.8,8.62,120,46,low,low,5.34,low,-1.470849737787082,7636231.5,252902.22000000003,-3.253491622909425
B,5.26666666666667,23.8266666666667,0.304,66.4,140.8,0.180000000000003,0.0200000000000005,positive,119,46.2,above_zero,above_zero,above_zero,94,120.2,65.4,20.56,high,low,low,-5.8,8.66,120,46,low,low,5.34,low,-1.4861906968533947,7636231.5,255326.08000000002,-3.1909592814215246
B,5.26666666666667,23.86,0.403333333333333,66.6,141.2,0.32,0.04,positive,120.2,46,above_zero,above_zero,above_zero,96,120.6,65.6,22.06,high,low,low,-5.8,8.62,120,46,low,low,5.38,low,-1.478463807583788,7628417.5,249217.5,-3.179435796973919
B,5.33333333333333,23.96,0.347333333333333,64.2,138,0.280000000000001,0.12,positive,130.4,45.8,above_zero,above_zero,above_zero,108,119.8,66,24.2,high,low,low,-5.8,8.66,120,46,low,low,5.38,low,-1.1011117978302307,7628417.5,260352.78000000003,-3.0963460612841205
B,5.33333333333333,23.96,0.461333333333333,70.6,144.8,0.16,0.0199999999999996,positive,121,46,above_zero,above_zero,above_zero,102,120.2,66,20.62,high,low,low,-5.8,8.7,120,46,low,low,5.38,low,-1.262436443416569,7620607.5,254897.5,-2.9861311825217842
A,5.04,23.8466666666667,0.202,60.6,138.4,0.199999999999999,0.0599999999999996,positive,124,46,above_zero,above_zero,above_zero,116,120.6,75,20.12,high,high,high,-5.8,8.5,120,46,low,mid,5.36,high,-1.6901613323034066,7644049.5,258911.58000000002,-2.8894727494941703
A,5.48,24.0333333333333,0.316,73,144.8,0.140000000000001,0,positive,121.2,46.2,above_zero,above_zero,above_zero,118,120,68.2,20.42,high,high,high,-5.8,8.58,120,46,low,mid,5.56,high,-1.406704121032347,7628417.5,256757.28000000003,-2.8709021986271472
A,5.45333333333333,23.96,0.316666666666667,74.6,147,0.279999999999998,0.0199999999999996,positive,128.4,45.8,above_zero,above_zero,above_zero,118,119.6,70.2,17.8,high,high,high,-5.8,8.5,120,46,low,mid,5.52,high,-1.3129774385072932,7644049.5,251056.48,-2.8413200581167217
A,5.45333333333333,23.8866666666667,0.42,76,148.8,0.120000000000001,0.0199999999999996,positive,121.4,46,above_zero,above_zero,above_zero,114,120.2,68.6,23.9,high,high,high,-5.6,8.56,120,46,low,mid,5.48,high,-1.7633568086760154,7644049.5,248512,-2.835594036157107
A,5.44,23.9533333333333,0.379333333333333,74.4,147.4,0.199999999999999,0,positive,121,46,above_zero,above_zero,above_zero,118,120.4,68.6,21.14,high,high,high,-5.4,8.62,120,46,low,mid,5.6,high,-1.406704121032347,7644049.5,256327.5,-2.877020396944694
A,5.45333333333333,23.9933333333333,0.339333333333333,68.2,139.4,0.220000000000002,0.04,positive,121.2,46,above_zero,above_zero,above_zero,114,120,68.6,21.46,high,high,high,-5.4,8.64,120,46,low,mid,5.56,high,-1.4,7644049.5,258192.48,-2.895810783652094
A,5.43333333333333,23.8266666666667,0.435333333333333,69,140.2,0.0999999999999979,0.12,positive,121.4,50,above_zero,above_zero,above_zero,116,130.4,68.6,22.34,high,high,high,-5.2,8.66,130,50,low,mid,5.56,high,-1.3488471761560117,7644049.5,251340,-2.877020396944694
A,5.37333333333333,23.8866666666667,0.300666666666667,66.6,139.6,0.219999999999999,0.0600000000000005,positive,125.8,50,above_zero,above_zero,above_zero,118,130.6,68,18.94,high,high,high,-5.2,8.6,130,50,low,mid,5.5,high,-1.4203449301524225,7636231.5,253329.11999999997,-3.1157751689750786
C,5.2,23.9266666666667,0.459333333333333,61.2,136,0.0600000000000023,0,positive,124.6,50,above_zero,above_zero,above_zero,88,131,69.6,24.32,high,low,low,-5.2,8.48,130,50,low,low,5.24,low,-1.373900966300059,7675361.5,255898.08,-3.0776792159207393
B,5.26666666666667,23.98,0.416,64.6,137.8,0.16,0.100000000000001,positive,134,49.8,above_zero,above_zero,above_zero,84,130.2,68.6,14.8,high,low,low,-5.2,8.5,130,50,low,low,5.26,low,-1.5267136173520308,7667527.5,276172.62000000005,-3.025649514165179
B,5.20666666666667,24.06,0.33,65.2,141,0.0399999999999991,0.0199999999999996,positive,126.6,46,above_zero,above_zero,above_zero,82,89.4,68.6,20.04,high,low,low,-5.2,8.5,90,46,low,low,5.24,low,-1.5710477882094556,7628417.5,252475.68000000002,-3.001564947143988
B,5.22,24,0.292,65.6,140.2,0.0999999999999979,0.12,positive,120,46.6,above_zero,above_zero,above_zero,84,113.8,67.2,14.1,high,low,low,-5.4,8.52,120,46,low,low,5.3,low,-1.2844582472000674,7636231.5,265428.48000000004,-2.8709021986271472
A,5.4133333333333304,24.2,0.171333333333333,70.2,142.6,0.280000000000001,0.0999999999999996,zero,126.6,45.8,zero,above_zero,zero,108,120.2,73.8,19.32,low,low,low,-5.2,8.24,120,50,low,low,5.02,low,-1.561821953995867,518161.5,6520.320000000001,-1.9650227032043688
B,5.38666666666667,23.94,0.220666666666667,58.2,128.6,0.18,0.0200000000000005,positive,118.6,46.2,above_zero,above_zero,above_zero,84,129.4,68,16.72,high,low,low,-5.4,8.3,130,46,low,low,5.46,low,-1.590121969361616,6139007.5,206081.5,-2.5543088579352013
C,5.34666666666667,23.9066666666667,0.248,61.2,133,0.16,0.04,zero,122.6,39.4,above_zero,above_zero,zero,142,130,67.6,21.82,low,low,low,-5.4,8.34,130,46,low,low,5.42,low,-1.373900966300059,516127.5,34216.780000000006,-1.4524547655635287
C,5.44,24.24,0.367333333333333,68.6,139.8,0.18,0.08,positive,115.4,40,above_zero,above_zero,above_zero,110,119.6,66.8,16.78,high,low,low,-5.4,8.2,120,46,low,low,5.44,low,-1.5183362168483079,7204807.5,241234.08000000002,-2.7661500137591317
C,5.25333333333333,23.96,0.319333333333333,72.2,149.8,0.3,0.0600000000000005,zero,124.2,40.2,zero,above_zero,zero,128,119.8,67.8,16.66,low,low,low,-5.4,8.4,120,46,low,low,5.38,low,-1.1561990756108407,506017.5,18856.319999999996,-2.6486592442533294
C,5.32,23.86,0.346666666666667,65.8,140.4,0.3,0.0599999999999996,positive,115.8,40.2,above_zero,above_zero,above_zero,96,120,66.6,23.6,high,low,low,-5.4,8.3,120,46,low,low,5.38,low,-1.2844582472000674,7182049.5,243043.42000000004,-2.8078361725671113
C,5.29333333333333,23.9333333333333,0.318666666666667,71.4,147.6,0.16,0.0199999999999996,positive,119.8,40.2,above_zero,above_zero,above_zero,92,119.6,66.6,22.98,high,low,low,-5.4,8.3,120,46,low,low,5.36,low,-1.470849737787082,7174471.5,243182.87999999998,-2.895810783652094
C,5.31333333333333,23.8866666666667,0.336,68.4,142.4,0.0800000000000018,0.0200000000000005,positive,116.4,39.8,above_zero,above_zero,above_zero,92,120.4,66.6,16.48,high,low,low,-5.4,8.32,120,46,low,low,5.4,low,-1.3014300321370809,7159327.5,237497.82000000004,-2.895810783652094
C,5.36666666666667,23.9466666666667,0.401333333333333,65.6,138,0.240000000000002,0.0600000000000005,positive,119.2,39.8,above_zero,above_zero,above_zero,114,119.4,66.8,19.4,high,low,low,-5.2,8.3,120,46,low,low,5.42,low,-1.393369964475876,7174471.5,243182.87999999998,-3.025649514165179
C,5.34,23.94,0.363333333333333,70.6,145.4,0.3,0.0599999999999996,positive,120.4,40,above_zero,above_zero,above_zero,110,119.6,66.8,23.88,high,low,low,-5.2,8.3,120,46,low,low,5.42,low,-1.1236439079917342,7174471.5,233653.98,-3.025649514165179
C,5.28,23.9866666666667,0.327333333333333,65.6,139.6,0.16,0.04,positive,119.4,48,above_zero,above_zero,above_zero,76,117.6,67.2,19.08,high,low,low,-5.2,8.3,120,48,low,low,5.32,low,-1.717157287525381,7174471.5,272026.38,-3.0686112624648794
C,5.29333333333333,23.94,0.253333333333333,74.8,151,0.199999999999999,0.0199999999999996,positive,115.2,48,above_zero,above_zero,above_zero,98,119.8,67.2,20.06,high,low,low,-5.4,8.2,120,48,low,low,5.4,low,-1.561821953995867,7182049.5,238463.68000000002,-3.025649514165179
C,5.34,24.0066666666667,0.321333333333333,67.6,141.6,0.240000000000002,0.04,positive,117.4,48,above_zero,above_zero,above_zero,94,119.8,67,19.2,high,low,low,-5.4,8.28,120,48,low,low,5.38,low,-1.3427329309938005,7159327.5,234475.01999999996,-3.0339453979801063
D,5.55333333333333,23.9333333333333,0.275333333333333,69,138.6,0.140000000000001,0.0600000000000005,positive,116.6,47.8,above_zero,above_zero,above_zero,78,122.2,67.4,24.12,high,high,high,-5.4,8.4,120,48,low,high,5.66,high,-1.7470177871865298,7928161.5,260785.92000000004,-3.105960966884967
D,5.54,23.92,0.294666666666667,74.6,145,0.18,0.04,positive,117.4,48,above_zero,above_zero,above_zero,80,125.4,68.4,12.82,high,high,high,-5.4,8.32,120,48,low,high,5.76,high,-1.434314575050762,7992001.5,288799.5,-2.7561992857411384
D,5.54666666666667,23.86,0.280666666666667,67,135.8,0.18,0.0199999999999996,positive,117.8,48,above_zero,above_zero,above_zero,74,117,67,16.24,high,high,high,-5.4,8.4,120,48,low,high,5.68,high,-1.561821953995867,7976017.5,272912.22,-3.0686112624648794
D,5.53333333333333,23.9333333333333,0.268,71.8,141.8,0.0600000000000023,0.0200000000000005,positive,117.4,46,above_zero,above_zero,above_zero,78,121,67.4,17.9,high,high,high,-5.4,8.4,120,46,low,high,5.66,high,-1.518336216848308,6632081.5,217799.5,-3.105960966884967
D,5.56666666666667,23.96,0.294,73.2,145,0.239999999999998,0.14,positive,114.4,46,above_zero,above_zero,above_zero,76,119.4,65.6,16.14,high,high,high,-5.2,8.48,120,46,low,high,5.66,high,-1.406704121032347,7976017.5,265865.82,-3.0963460612841205
D,5.53333333333333,23.9333333333333,0.302666666666667,70.6,140.2,0.120000000000001,0.0200000000000005,positive,114.2,46,above_zero,above_zero,above_zero,72,121,66,19.58,high,high,high,-5.2,8.46,120,46,low,high,5.64,high,-1.2570329751597316,7984007.5,266011.68,-3.1465127097023236
