brand_code,carb_volume,fill_ounces,pc_volume,carb_pressure,carb_temp,psc_fill,psc_co2,mnf_flow_bin,carb_pressure1,fill_pressure,hyd_pressure1_bin,hyd_pressure2_bin,hyd_pressure3_bin,hyd_pressure4,filler_level,temperature,usage_cont,carb_flow_bin,density_bin,balling_bin,pressure_vacuum,ph,bowl_setpoint_bin,pressure_setpoint_bin,air_pressurer_bin,alch_rel_bin,carb_rel,balling_lvl_bin,filler_speed_trans,psc_trans,mfr_trans,oxygen_filler_trans
A,5.14666666666667,23.9,0.104666666666667,63.4,139.8,0.259999999999998,0.04,positive,123.8,50.6,above_zero,above_zero,above_zero,100,90,66.2,23.94,high,low,low,-5.4,NA,90,50,low,low,5.46,low,7573831.5,-1.590121969361616,253186.78000000003,-2.330266259290165
B,5.34,23.9333333333333,0.344666666666667,62.4,134.4,0.0600000000000023,0.08,positive,124.2,54.8,above_zero,above_zero,above_zero,98,101,65.4,23.48,high,low,low,-5.2,NA,100,50,low,low,5.38,low,7817057.5,-1.0747973195023697,257187.42000000004,-2.337689174235491
D,5.47333333333333,23.9666666666667,0.316666666666667,72.4,144.6,0.219999999999999,0.0799999999999992,positive,126.2,46.2,above_zero,above_zero,above_zero,78,90.4,64.2,23.88,high,high,high,-5.4,NA,90,46,low,high,5.58,high,7573831.5,-1.4414303982492425,249924,-2.221405458233485
D,5.55333333333333,24.0666666666667,0.234666666666667,66.6,136.4,0.280000000000001,0.119999999999999,positive,124.6,49.4,above_zero,above_zero,above_zero,80,96.2,65.2,23.8,high,high,high,-5.6,NA,90,46,low,high,5.58,high,7612801.5,-1.6205266807797944,274095.57999999996,-2.373472195596232
B,5.28666666666667,23.8933333333333,0.206,65.4,139.4,0.16,0.04,positive,132.6,56.4,above_zero,above_zero,above_zero,100,80.8,66.8,23.86,high,low,low,-6,NA,90,46,low,low,5.18,low,949441.5,-1.4486380499163911,10109.919999999998,-2.215142597055792
C,5.34666666666667,24.0733333333333,0.266,68.2,142.4,0.199999999999999,0.0599999999999996,positive,125.4,50.2,above_zero,above_zero,above_zero,92,137,66,23.68,high,low,low,-6.2,NA,120,50,low,low,5.36,low,7984007.5,-1.3868116113297644,306700.62000000005,-2.5137504297878976
B,5.36666666666667,24.0666666666667,0.268,69,142,0.100000000000001,0.0199999999999996,positive,123.6,50,above_zero,above_zero,above_zero,92,89.8,66.8,24.08,high,low,low,-6.2,NA,90,50,low,low,5.36,low,7992001.5,-1.2900704260280462,266741.57999999996,-2.5104876238450946
D,5.55333333333333,23.9066666666667,0.22,68.6,137.2,0.16,0.0199999999999996,positive,124.8,47.2,above_zero,above_zero,above_zero,84,107.4,66.4,23.6,high,high,high,-6.4,NA,90,46,low,high,5.6,high,7573831.5,-1.393369964475876,238049.5,-2.5008005124920705
D,5.56666666666667,23.9,0.234666666666667,68.2,138,0.199999999999999,0.12,positive,125.4,46,above_zero,above_zero,above_zero,80,90.2,66.6,23.74,high,high,high,-6.4,NA,90,46,low,high,5.6,high,7573831.5,-1.2957273255336397,251056.48,-2.4849815307881364
B,5.21333333333333,23.9266666666667,0.256,73.2,151.6,0.32,0.04,zero,130.4,55,zero,above_zero,zero,130,90,66,23.84,low,high,high,-5.4,NA,90,50,low,mid,5.44,high,510049.5,-1.2305846375331462,27004.38,-2.2714050145194604
C,5.46,24.0133333333333,0.228,68.8,140,0.32,0.04,positive,123.4,58,above_zero,above_zero,above_zero,128,117,68.2,23.98,mid,low,low,-5.8,NA,120,50,low,low,5.44,low,6139007.5,-1.5527864045000421,187761.41999999998,-2.269153695460879
B,5.34,23.9866666666667,0.282666666666667,64.6,137.6,0.0799999999999983,0.04,positive,133.2,50.8,above_zero,above_zero,above_zero,82,103,67,24.12,mid,low,low,-5.8,NA,100,50,low,low,5.38,low,7651871.5,-1.3868116113297644,246401.5,-2.445617953344901
C,5.40666666666667,24.0133333333333,0.288666666666667,69,141.6,0.0599999999999987,0.0199999999999996,positive,124.2,50,above_zero,above_zero,above_zero,116,99.2,66.2,23.74,mid,low,low,-5.6,NA,100,50,low,low,5.44,low,7644049.5,-1.3803226646068132,249924,-2.299018741836315
C,5.43333333333333,24.04,0.220666666666667,65.6,136.8,0.280000000000001,0.0200000000000005,positive,127,50,above_zero,above_zero,above_zero,116,100,66.6,23.48,mid,low,low,-5.8,NA,100,50,low,low,5.42,low,7620607.5,-1.406704121032347,253186.78000000003,-2.431103484451323
C,5.36,23.9466666666667,0.252,68,141.8,0.0799999999999983,0.04,positive,125.4,50,above_zero,above_zero,above_zero,90,100.2,65.8,23.72,mid,low,low,-6,NA,100,50,low,low,5.36,low,7644049.5,-1.1950155281000758,250631.5,-2.478763856686568
B,5.28666666666667,23.96,0.263333333333333,65,140,0.0399999999999991,0.0999999999999996,positive,124.2,50.2,above_zero,above_zero,above_zero,98,99.6,65.8,24.2,mid,low,low,-5.8,NA,100,50,low,low,5.28,low,7628417.5,-1.8,255898.08,-2.818770203351407
A,5.54666666666667,24.0866666666667,0.0986666666666667,70.2,140,0.219999999999999,0.04,positive,126,50.2,above_zero,above_zero,above_zero,106,89.8,65.4,23.68,mid,high,high,-5.6,NA,90,50,low,mid,5.52,high,7992001.5,-1.590121969361616,265574.22,-2.95661136016372
A,5.36,23.8733333333333,0.216666666666667,75,150.8,0.0399999999999991,0.0599999999999996,positive,123.8,49.8,above_zero,above_zero,above_zero,96,89.8,65.2,24.08,mid,high,high,-5.6,NA,90,50,low,mid,5.52,high,6479999.5,-1.4203449301524225,216876.48,-2.520327901793584
B,5.19333333333333,23.98,0.152,68.8,145.8,0.259999999999998,0.0599999999999996,positive,123,50.2,above_zero,above_zero,above_zero,96,90.8,65.2,23.68,mid,low,low,-5.8,NA,90,50,low,low,5.34,low,7644049.5,-1.717157287525381,259343.52000000002,-3.4795761485224
B,5.24,24.0133333333333,0.247333333333333,67,142.6,0.199999999999999,0.08,positive,123.2,49.8,above_zero,above_zero,above_zero,100,90.8,64.8,24.24,mid,low,low,-5.4,NA,90,50,low,low,5.26,low,7636231.5,-1.4486380499163911,251198.21999999997,-3.28122807241252
D,5.52,23.9733333333333,0.3,69.4,139.4,0.0999999999999979,0,positive,125,44,above_zero,above_zero,above_zero,74,99.4,65.4,24.22,mid,high,high,-5,NA,100,44,low,high,5.6,high,8032031.5,-1.262436443416569,269671.18,-3.050970079541904
D,5.55333333333333,24.0133333333333,0.232666666666667,71.6,141.4,0.18,0.0199999999999996,positive,123.4,46,above_zero,above_zero,above_zero,82,121.4,64.6,23.88,mid,high,high,-5.6,NA,120,46,low,high,5.66,high,7912241.5,-1.2463422527433292,264409.42000000004,-3.0339453979801063
B,5.25333333333333,24.0066666666667,0.321333333333333,65.6,141,0.36,0.04,positive,126.4,50.2,above_zero,above_zero,above_zero,96,120,65.4,23.96,mid,low,low,-5.8,NA,120,50,low,low,5.28,low,7920199.5,-1.2678797912910749,264845.92,-3.4795761485224
B,5.30666666666667,23.9666666666667,0.236,63.4,135.6,0.240000000000002,0.0599999999999996,positive,127.6,50.4,above_zero,above_zero,above_zero,104,109.6,65,23.5,mid,low,low,-5.8,NA,110,50,low,low,5.34,low,7960049.5,-1.3803226646068132,263682.72000000003,-3.4795761485224
B,5.32,24.04,0.268666666666667,65.2,137.4,0.3,0.0600000000000005,positive,126.4,50.2,above_zero,above_zero,above_zero,102,111,64.8,23.92,mid,low,low,-5.6,NA,110,50,low,low,5.36,low,7992001.5,-1.262436443416569,263827.98,-3.4795761485224
C,5.47,24.1133333333333,0.285333333333333,75,147.6,0.100000000000001,0.0200000000000005,positive,119.4,54.6,above_zero,above_zero,above_zero,98,110.8,66.2,24.04,mid,low,low,-5.6,NA,110,50,low,low,5.56,low,7984007.5,-1.3427329309938005,276916.32,-3.4795761485224
D,5.5,24.1266666666667,0.242666666666667,68.6,138.6,0.419999999999998,0,positive,126,46,above_zero,above_zero,above_zero,86,109.2,65,24.1,mid,high,high,-5.6,NA,110,46,low,high,5.6,high,7968031.5,-1.3306719787727395,266157.58,-2.8299279744014956
A,5.43333333333333,24.0066666666667,0.255333333333333,74.6,147.6,0.0599999999999987,0.0200000000000005,positive,128.6,50.8,above_zero,above_zero,above_zero,106,110.6,66.4,23.8,mid,high,high,-5.6,NA,110,50,low,mid,5.62,high,7984007.5,-1.393369964475876,260930.37999999998,-3.1681968924266997
B,5.33333333333333,23.92,0.134666666666667,70.6,145.2,0.34,0.08,zero,128.4,52.6,zero,above_zero,zero,134,110.2,72,23.74,low,low,low,-5.2,NA,110,50,low,low,5.3,low,4015777.5,-1.478463807583788,120343.68000000001,-3.377328888400394
B,5.36,24.06,0.219333333333333,71.4,145.4,0.0800000000000018,0,positive,126.8,50.4,above_zero,above_zero,above_zero,92,110.2,66,23.98,mid,low,low,-5.2,NA,110,50,low,low,5.42,low,7968031.5,-1.3129774385072932,261074.88,-3.28122807241252
B,5.28,24.06,0.218,64.8,140,0.34,0.08,positive,129.6,50.2,above_zero,above_zero,above_zero,98,110.4,64.2,23.78,mid,low,low,-5.4,NA,110,50,low,low,5.34,low,7976017.5,-1.518336216848308,264845.92,-3.4795761485224
B,5.31333333333333,23.9466666666667,0.288666666666667,65.4,139.2,0.199999999999999,0.0200000000000005,positive,123.8,51.8,above_zero,above_zero,above_zero,96,110.4,64.4,23.58,mid,low,low,-5.4,NA,110,50,low,low,5.36,low,7968031.5,-1.5710477882094556,261653.27999999997,-3.4795761485224
B,5.24,24.0533333333333,0.244666666666667,60.2,134.2,0.18,0.04,positive,131,50.2,above_zero,above_zero,above_zero,90,109,65,24.12,mid,low,low,-5.2,NA,110,50,low,low,5.34,low,7968031.5,-1.590121969361616,266011.68,-3.4795761485224
B,5.2,23.9066666666667,0.318666666666667,70.6,146.6,0.18,0.0999999999999996,positive,123.8,50.2,above_zero,above_zero,above_zero,96,110.4,64.2,23.74,mid,low,low,-5.2,NA,110,50,low,low,5.38,low,7952071.5,-1.3306719787727395,264991.5,-2.7226949007181656
B,5.27333333333333,24.0266666666667,0.222,69.2,145.2,0.380000000000003,0.04,positive,123.2,52.8,above_zero,above_zero,above_zero,104,111,65.2,24.18,mid,low,low,-5,NA,110,50,low,low,5.34,low,7952071.5,-1.2733639150166018,269524.32,-2.6486592442533294
D,5.63333333333333,24.0066666666667,0.194666666666667,76,144,0.0799999999999983,0.08,positive,121.8,53,above_zero,above_zero,above_zero,80,77.4,64.8,23.96,mid,high,high,-5.4,NA,110,50,low,high,5.74,high,7984007.5,-1.6422291236000337,270406.07999999996,-2.6737236629269
D,5.59333333333333,24.0466666666667,0.231333333333333,75.8,146.2,0.199999999999999,0.0600000000000005,positive,124.2,53.6,above_zero,above_zero,above_zero,80,93.4,65.2,23.62,mid,high,high,-5.6,NA,110,46,low,high,5.7,high,8024017.5,-1.3868116113297644,259631.68000000002,-2.550824953290347
B,5.26,23.9533333333333,0.230666666666667,65.2,140,0.0199999999999996,0.04,positive,127.8,44.4,above_zero,above_zero,above_zero,84,109.4,68.4,23.78,mid,low,low,-5,NA,110,44,low,low,5.36,low,7960049.5,-1.5267136173520308,263392.31999999995,-2.7971160336025087
B,5.34666666666667,23.92,0.181333333333333,69.2,143.8,0.360000000000003,0.04,positive,131.2,44.2,above_zero,above_zero,above_zero,102,110.2,67.4,23.82,mid,low,low,-5.4,NA,110,44,low,low,5.48,low,7960049.5,-1.3427329309938005,268057.92000000004,-2.8078361725671113
B,5.24666666666667,23.9666666666667,0.202666666666667,75,153.8,0.32,0.0999999999999996,positive,130.2,44,above_zero,above_zero,above_zero,104,110.2,65.6,23.56,mid,low,low,-5.8,NA,110,44,low,low,5.38,low,7976017.5,-1.4,265428.48000000004,-2.9152973744794153
B,5.42,24.04,0.216,74,147.4,0.3,0.04,positive,124.2,51.2,above_zero,above_zero,above_zero,92,110.2,66.8,23.66,mid,low,low,-5.6,NA,110,50,low,low,5.46,low,7968031.5,-1.5020040160804506,263682.72000000003,-3.001564947143988
B,5.36,23.98,0.216666666666667,66.8,140.2,0.419999999999998,0.04,positive,124.8,50,above_zero,above_zero,above_zero,92,109.4,67,24,mid,low,low,-5.6,NA,110,50,low,low,5.36,low,7976017.5,-1.3129774385072932,267180,-2.978588391460068
B,5.39333333333333,24.0266666666667,0.244666666666667,68.6,141,0.420000000000002,0.100000000000001,positive,123.8,50.2,above_zero,above_zero,above_zero,100,109,67.6,23.72,mid,low,low,-5.2,NA,110,50,low,low,5.42,low,7984007.5,-1.393369964475876,263102.07999999996,-2.921957902446252
D,5.5866666666666696,24.0333333333333,0.214666666666667,73.4,142.6,0.199999999999999,0.140000000000001,positive,125.4,51.6,above_zero,above_zero,above_zero,84,110.4,66.8,23.74,mid,high,high,-5.4,NA,110,50,low,high,5.7,high,7968031.5,-1.3488471761560117,265282.77999999997,-3.025649514165179
D,5.58,24.0533333333333,0.18,73.4,142.6,0.0799999999999983,0.08,zero,130,44.2,zero,above_zero,zero,110,110.8,75.2,23.88,low,high,high,-5.4,NA,110,50,low,high,5.66,high,988417.5,-1.3612512230931475,205568.22000000003,-2.5336961854979534
A,5.48,24.0733333333333,0.218,68.2,138.6,0.219999999999999,0,positive,121.4,50.2,above_zero,above_zero,above_zero,112,109.2,67.8,23.86,mid,high,high,-5,NA,110,50,low,mid,5.58,high,7968031.5,-1.3803226646068132,271878.88,-2.9424689122509564
B,5.24,23.9933333333333,0.238666666666667,62.4,137.6,0.140000000000001,0.12,positive,123.6,50.2,above_zero,above_zero,above_zero,96,110.2,66,23.54,mid,low,low,-4.8,NA,110,50,low,low,5.42,low,7968031.5,-1.367544467966324,262232.32,-3.326522558583952
B,5.34,24,0.19,64.8,137.8,0.18,0.04,positive,123.2,50.4,above_zero,above_zero,above_zero,88,110.8,66.2,23.6,mid,low,low,-4.8,NA,120,50,low,low,5.42,low,7968031.5,-1.5439298299603448,290626.38,-3.1909592814215246
B,5.37333333333333,23.92,0.196,65.8,138,0.0800000000000018,0.0199999999999996,positive,120.2,49.6,above_zero,above_zero,above_zero,104,107.4,66.2,23.56,mid,low,low,-4.8,NA,110,50,low,low,5.4,low,7166897.5,-1.4486380499163911,218460,-3.503722130261153
D,5.6,24.04,0.216666666666667,68.4,136.8,0.119999999999997,0.04,positive,124.8,46,above_zero,above_zero,above_zero,76,106,64,23.92,mid,high,high,-5.2,NA,110,46,low,high,5.74,high,7968031.5,-1.4559411796505821,272764.48000000004,-3.503722130261153
D,5.66666666666667,23.9933333333333,0.215333333333333,71.2,135,0.38,0.04,zero,127.6,37.8,zero,above_zero,zero,114,110,65,23.84,low,high,high,-5.8,NA,110,44,low,high,5.6,high,985607.5,-1.3868116113297644,48984,-3.4795761485224
B,5.24666666666667,23.9666666666667,0.376,67.2,142.4,0.0799999999999983,0.04,positive,125.2,43.6,above_zero,above_zero,above_zero,96,111,65.6,23.68,mid,low,low,-6,NA,110,44,low,low,5.32,low,7968031.5,-1.4861906968533947,262377.18,-3.4795761485224
B,5.39333333333333,24.0666666666667,0.238666666666667,63.4,134.6,0.140000000000001,0.0200000000000005,zero,130.8,44,zero,above_zero,zero,126,109.4,72.4,23.68,low,low,low,-5,NA,110,50,low,low,5.4,low,988417.5,-1.0966728167491029,205568.22000000003,-3.4795761485224
B,5.21333333333333,23.9466666666667,0.198,76.4,154,0.559999999999999,0.14,positive,126,53.4,above_zero,above_zero,above_zero,102,109.4,66.2,23.64,mid,low,low,-5,NA,110,50,low,low,5.3,low,7992001.5,-1.3014300321370809,267033.81999999995,-3.2027840906309875
B,5.26,23.9466666666667,0.252,69.6,145.8,0.140000000000001,0,positive,125.2,51,above_zero,above_zero,above_zero,128,115.2,65.8,23.88,mid,low,low,-4.8,NA,110,50,low,low,5.28,low,982801.5,-1.4414303982492425,10109.919999999998,-2.7226949007181656
D,5.52666666666667,23.9533333333333,0.242,76.2,146.6,0.239999999999998,0.0599999999999996,positive,122.4,50,above_zero,above_zero,above_zero,82,109.6,64.6,23.58,mid,high,high,-4.6,NA,110,50,low,high,5.56,high,7960049.5,-1.2844582472000674,263392.31999999995,-2.2804853989536924
D,5.58,23.8533333333333,0.202,77,147,0.36,0.04,positive,126.4,44,above_zero,above_zero,above_zero,76,110.6,64.4,24.18,mid,high,high,-4.8,NA,110,44,low,high,5.64,high,7960049.5,-1.6653359893863697,261074.88,-2.8832099472272685
B,5.2,24.0066666666667,0.198666666666667,62.6,137.8,0.18,0.04,zero,125,44.4,zero,above_zero,zero,128,121,73.8,23.76,low,low,low,-4.6,NA,110,44,low,low,5.4,zero,994049.5,-1.6205266807797944,169477.92,-2.9711565305941865
A,5.27333333333333,24.0266666666667,0.301333333333333,68.8,145,0.0599999999999987,0.0599999999999996,positive,125.4,48.2,above_zero,above_zero,above_zero,116,110.2,67,23.76,mid,low,low,-5.2,NA,110,44,low,low,5.56,low,8008001.5,-1.278889744907202,280649.82,-2.550824953290347
D,5.5,23.9533333333333,0.338666666666667,69.8,140.6,0.360000000000003,0.14,positive,129.6,50.8,above_zero,above_zero,above_zero,76,98.4,65.4,23.84,mid,high,high,-6,NA,110,50,low,high,5.5,high,7976017.5,-1.717157287525381,258336.21999999997,-2.8471074871132287
B,5.16,23.9666666666667,0.294666666666667,64.8,142.2,0.140000000000001,0.04,positive,122,50,above_zero,above_zero,above_zero,100,110.4,65.8,23.82,mid,low,low,-5.6,NA,110,50,low,low,5.24,low,7984007.5,-1.4486380499163911,264264,-2.978588391460068
B,5.28666666666667,23.96,0.274,66,140.2,0.100000000000001,0.0199999999999996,positive,123,49.8,above_zero,above_zero,above_zero,98,109.6,65,23.96,mid,low,low,-5.8,NA,110,50,low,low,5.28,low,7976017.5,-1.0661905976056998,265137.12000000005,-3.4795761485224
D,5.58,23.92,0.258,68.8,137,0.199999999999999,0.16,positive,123.2,46,above_zero,above_zero,above_zero,80,110.2,65.8,23.82,mid,high,high,-5.8,NA,110,46,low,high,5.64,high,7968031.5,-1.1467708396919383,268204.38,-3.4795761485224
D,5.50666666666667,24.08,0.193333333333333,77,148.6,0.0400000000000027,0.0399999999999991,positive,117.6,54,above_zero,above_zero,above_zero,82,100.6,65,23.92,mid,high,high,-5.8,NA,110,46,low,high,5.62,high,7984007.5,-1.3803226646068132,222444,-3.125798210190413
B,5.38666666666667,24.04,0.222666666666667,66.4,138.2,0.199999999999999,0.04,positive,122.8,54.8,above_zero,above_zero,above_zero,104,105.8,65,23.94,mid,low,low,-5.8,NA,110,50,low,low,5.38,low,3825377.5,-1.3803226646068132,156911.52000000002,-3.3596870119747106
D,5.57333333333333,24.0866666666667,0.234,62.8,130,0.0600000000000023,0.0200000000000005,positive,123.6,47.8,above_zero,above_zero,above_zero,78,110.6,63.8,24.32,mid,high,high,-5.6,NA,110,48,low,high,5.62,high,8032031.5,-1.53524199845511,270112,-3.503722130261153
C,5.42,24.0266666666667,0.272666666666667,62.6,132.6,0.140000000000001,0.04,positive,124.2,54.6,above_zero,above_zero,above_zero,124,111.2,64.4,23.72,mid,low,low,-6.2,NA,110,50,low,low,5.36,low,7968031.5,-1.2844582472000674,278705.28,-3.1572272271790665
C,5.25333333333333,24.0933333333333,0.360666666666667,68.2,144.6,0.140000000000001,0.08,positive,121.8,49.6,above_zero,above_zero,above_zero,106,109.4,65,23.58,mid,low,low,-6,NA,110,50,low,low,5.24,low,7968031.5,-1.5101020514433645,263247.18,-3.4795761485224
C,5.22,23.96,0.224666666666667,64.4,140,0.399999999999999,0.04,positive,125,50.2,above_zero,above_zero,above_zero,116,110.2,65,24.16,mid,low,low,-5.8,NA,110,50,low,low,5.22,low,7976017.5,-1.2900704260280462,267618.78,-3.1909592814215246
